"time" "coef" "e.time" "e.coef"
2231 0.17 1623.01 0.05
2236 0.09 1633.76 0.01
2238 0.1 1391.22 0.03
2242 0.06 1745.45 0.02
2244 0.05 1568.06 0.02
2245 0.04 1551.22 0.02
2245 0.13 1424.13 0.03
2246 0.02 1703.58 0.02
2246 0.12 1756.73 0.02
2246 0.17 1553.16 0.02
2248 0.02 1903.345 0.02
2249 0.18 1984.49 0.03
2251 0.07 1964.93 0.02
2251 0.09 1606.205 0.03
2253 0.09 1639.03 0.03
2255 0.2 1483.84 0.03
2256 0.05 1608.39 0.02
2259 0.15 1579.9 0.02
2260 0.15 1595.325 0.01
2260 0.16 1689.1 0.04
2262 0.1 1570.06 0.02
2263 0.18 2373.115 0.03
2266 0.03 1729.74 0.04
2268 0.13 1846.95 0.02
2273 0.06 1760.46 0.03
2273 0.14 1673.83 0.02
2275 0.09 1879.53 0.02
2276 0.13 1761.59 0.03
2278 0.04 2069.6 0.01
2278 0.2 1544.89 0.03
2279 0.04 1647.82 0.01
2281 0.05 1519.31 0.03
2282 0.02 1683.86 0.01
2284 0.14 2231.76 0.02
2285 0.12 1561.405 0.02
2286 0.14 1835.29 0.02
2286 0.17 1796.74 0.04
2287 0.15 2171.94 0.03
2287 0.17 1667 0.03
2288 0.13 1964.76 0.04
2288 0.14 2346.18 0.02
2289 0.12 1612.64 0.02
2289 0.2 1734.93 0.03
2290 0.09 1554.28 0.02
2293 0.19 1850.75 0.02
2295 0.02 669.67 0.01
2295 0.16 2084.09 0.02
2297 0.04 1915.32 0.02
2297 0.16 1768.21 0.03
2299 0.16 1748.74 0.02
2301 0.07 1686.86 0.02
2301 0.08 1920.13 0.03
2301 0.18 1685.93 0.04
2302 0.05 1834.94 0.03
2302 0.19 1515.4 0.03
2303 0.18 1925.61 0.02
2304 0.06 1718.705 0.01
2307 0.04 2185.37 0.02
2308 0.05 1714.02 0.03
2313 0.11 1551.18 0.02
2314 0.05 1366.54 0.02
2314 0.19 1486.48 0.03
2315 0.06 1851.255 0.01
2319 0.16 1859.88 0.03
2319 0.2 1686.48 0.03
2321 0.13 1707.51 0.02
2322 0.18 1693.26 0.04
2324 0.03 1992.37 0.02
2324 0.12 1578.26 0.02
2325 0.1 1477.605 0.02
2326 0.05 1964.47 0.02
2327 0.05 1693.99 0.03
2329 0.03 1637.98 0.02
2329 0.12 1898.66 0.03
2329 0.16 1571.87 0.03
2330 0.14 1640 0.04
2331 0.18 1686.24 0.03
2331 0.2 1802.33 0.07
2332 0.18 1573.3 0.04
2334 0.13 1778.685 0.03
2336 0.18 1477.51 0.03
2337 0.1 1895.48 0.01
2339 0.16 1781.5 0.02
2340 0.05 1669.24 0.01
2344 0.08 1882.77 0.02
2345 0.05 1306.55 0.02
2346 0.12 1900.15 0.03
2346 0.18 1639.58 0.03
2347 0.05 1487.35 0.03
2347 0.06 1843.6 0.02
2347 0.11 1508.465 0.03
2348 0.17 1382.505 0.03
2351 0.06 2285.75 0.02
2352 0.13 1517.23 0.04
2352 0.18 1790.53 0.01
2357 0.14 1844.91 0.04
2358 0.18 1759.08 0.03
2359 0.07 1689.74 0.02
2360 0.04 1581.56 0.02
2360 0.08 1878.09 0.02
2360 0.11 1627.06 0.02
2360 0.17 1502.49 0.03
2361 0.15 1769.1 0.04
2361 0.2 1682.41 0.03
2363 0.12 1619.76 0.02
2364 0.05 1756.075 0.01
2366 0.16 1893.33 0.05
2367 0.16 1785.34 0.02
2368 0.04 1832.94 0.01
2368 0.16 2064.12 0.02
2369 0.06 1573.81 0.02
2369 0.14 1606.78 0.03
2373 0.05 1808.35 0.06
2373 0.16 1612.265 0.02
2378 0.1 1616.085 0.03
2378 0.2 1768.56 0.06
2381 0.2 1725.07 0.04
2383 0.03 2041.02 0.01
2383 0.07 1594.86 0.02
2384 0.03 1844.81 0.02
2386 0.18 1799.185 0.02
2387 0.18 1758.97 0.06
2387 0.19 1637.58 0.03
2388 0.07 1779.96 0.02
2389 0.17 1569.41 0.02
2391 0.1 1650.21 0.02
2393 0.12 1656.22 0.03
2393 0.14 1632.55 0.02
2399 0.02 1681.57 0.02
2400 0.15 1612.04 0.02
2400 0.19 1774.46 0.03
2400 0.2 1754.07 0.04
2401 0.07 1736.54 0.02
2402 0.11 1924.02 0.04
2405 0.11 1879.925 0.02
2408 0.18 2130.09 0.03
2410 0.19 1547.07 0.045
2412 0.08 1610.945 0.03
2413 0.15 1772.57 0.02
2414 0.12 1762.12 0.02
2415 0.08 2150.25 0.02
2416 0.09 1519.465 0.02
2417 0.13 1902.33 0.03
2420 0.12 1519.26 0.03
2422 0.17 1583.51 0.03
2424 0.08 1591.51 0.03
2424 0.1 2184.935 0.02
2425 0.09 1889.75 0.02
2426 0.09 1216 0.01
2428 0.08 2123.74 0.02
2432 0.12 1942.245 0.02
2433 0.06 2047.695 0.02
2434 0.04 1631.49 0.02
2434 0.16 1672.93 0.02
2435 0.05 1716.18 0.02
2435 0.11 1625.81 0.03
2436 0.06 1652.745 0.02
2437 0.17 1905.27 0.02
2442 0.08 1883.4 0.02
2449 0.17 1623.87 0.04
2451 0.03 1600.1 0.01
2454 0.17 1647.69 0.05
2454 0.19 1763.79 0.04
2455 0.06 1888.27 0.02
2455 0.07 1814.66 0.01
2455 0.2 2058.36 0.05
2460 0.11 1855.38 0.02
2461 0.04 2022.615 0.01
2462 0.15 1739.68 0.03
2463 0.04 1698.86 0.03
2464 0.04 1976.97 0.01
2464 0.07 1913.26 0.02
2465 0.17 1929.21 0.02
2469 0.13 1874.53 0.04
2469 0.16 1876.775 0.03
2469 0.2 1641.78 0.03
2471 0.02 1918.79 0.02
2474 0.17 1543.5 0.03
2474 0.1 1745.045 0.03
2477 0.12 1767.14 0.01
2477 0.17 1861.9 0.03
2478 0.05 2352.81 0.02
2478 0.06 2277.07 0.02
2479 0.09 2014.4 0.02
2481 0.13 1635.55 0.03
2482 0.11 1796.73 0.04
2482 0.1 1711.91 0.02
2484 0.12 1635.11 0.0144324818684696
2485 0.05 1774.92 0.02
2485 0.16 1927.35 0.01
2485 0.2 1618.36 0.04
2486 0.15 1807.555 0.02
2486 0.19 1995.07 0.03
2487 0.16 1891.5 0.03
2488 0.04 1846.305 0.01
2490 0.07 1987.495 0.01
2490 0.11 1870.14 0.03
2491 0.16 1638.01 0.03
2492 0.13 1734.705 0.06
2493 0.13 1591.07 0.02
2495 0.18 1898.3 0.04
2498 0.15 1883.44 0.02
2499 0.08 1970.865 0.02
311 0.2 419.99 0.02
314 0.2 380.68 0.000331816544374563
340 0.17 357.99 1.4
343 0.2 346.99 0.18
345 0.15 478.28 1.87
357 0.15 474.18 0.04
363 0.18 369.69 0.155
365 0.2 377.54 0.19
366 0.18 469.44 0.08
372 0.19 497.95 0.17
374 0.17 447.13 0.05
376 0.18 465.69 0.15
380 0.18 367.325 -4.34244087837838e-06
382 0.18 435.67 0.07
383 0.14 403.93 0.19
385 0.19 411.02 0.1
388 0.12 357.93 0.22
392 0.13 590.26 0.23
398 0.19 574.66 0.21
399 0.19 478.79 0.02
401 0.16 435.985 0.08
403 0.14 457.73 0.26
408 0.2 576.08 0.085
416 0.15 462.635 0.21
416 0.19 455.64 0.72
421 0.14 484.365 0.09
422 0.14 448.66 1.09
425 0.11 687.52 0.11
425 0.2 446.355 0.08
427 0.14 489.24 0.07
427 0.16 430.815 0.115
429 0.18 640.19 0.13
431 0.18 368.73 0.09
432 0.14 496.16 0.13
445 0.13 442.9 0.15
445 0.18 787.73 0.09
447 0.12 497.2 0.07
449 0.2 411.64 0.09
454 0.14 537.69 0.11
458 0.16 440.65 0.05
463 0.1 514.89 0.155
467 0.15 558.97 0.09
467 0.16 485.99 0.05
467 0.2 473.135 0.22
468 0.14 427.85 0.05
470 0.15 427.63 0.04
473 0.13 562.43 0.07
474 0.18 555.57 0.1
479 0.14 520.46 0.41
485 0.11 631.63 0.08
487 0.19 542.18 0.07
489 0.15 496.03 0.06
489 0.18 624.99 0.08
493 0.1 508.05 0.08
496 0.19 796.25 0.06
496 0.2 527.5 0.17
497 0.19 494.1 0.09
500 0.11 528.07 0.2
500 0.18 534.98 0.13
502 0.12 534.59 0.11
502 0.18 487.55 0.07
503 0.1 577.91 0.07
504 0.13 534.34 0.12
505 0.13 568.33 0.08
505 0.19 589.71 0.08
509 0.11 619.2 0.12
509 0.13 502.39 0.06
512 0.15 451.64 0.06
512 0.18 585.69 0.15
513 0.1 691.55 0.06
516 0.18 679.75 0.08
517 0.19 638.38 0.06
519 0.17 502.75 0.05
522 0.17 464.69 0.07
522 0.2 544.61 0.19
524 0.15 508.54 0.05
527 0.08 503.13 0.08
527 0.2 635.62 0.08
528 0.13 716.12 0.11
530 0.13 892.41 0.15
532 0.11 556.52 0.12
541 0.18 481.62 0.16
544 0.12 557.02 2.07
547 0.15 554.54 0.08
547 0.16 528.66 0.11
548 0.2 504.99 0.12
550 0.17 551.92 0.25
551 0.11 582.25 0.18
551 0.19 584.21 0.05
552 0.12 669.96 0.09
553 0.07 676.22 0.13
554 0.15 716.79 0.08
554 0.18 988.76 0.07
555 0.17 534.83 0.07
556 0.15 477.11 0.08
557 0.15 488.47 0.09
565 0.19 462.96 0.1
565 0.2 622.17 0.09
566 0.18 595.17 0.07
567 0.11 608.9 0.09
569 0.16 663.55 0.06
573 0.15 553.83 0.12
579 0.13 560.76 0.07
579 0.17 610.505 0.1
579 0.2 576.685 0.18
585 0.15 588.83 0.09
587 0.15 583.05 0.11
587 0.17 553.96 0.15
593 0.18 638.14 0.05
597 0.15 625.55 0.1
601 0.14 544.97 0.11
602 0.12 559.33 0.07
602 0.13 666.64 0.07
603 0.11 769.37 0.08
605 0.11 583.99 0.03
606 0.16 704.87 0.07
607 0.16 551.48 0.11
608 0.11 532.23 0.05
609 0.11 594.22 0.05
611 0.19 626.19 0.13
613 0.11 652.37 0.09
613 0.12 632.5 0.11
613 0.18 485.48 0.1
616 0.16 643.79 0.04
618 0.16 570.77 0.09
620 0.07 697.29 0.09
620 0.12 562.84 0.1
621 0.2 607.05 0.19
622 0.11 536.06 0.1
626 0.08 639.96 0.09
626 0.12 726.17 0.07
631 0.17 670.52 0.11
631 0.1 622.98 0.11
633 0.15 737.99 0.1
634 0.19 540.35 0.11
635 0.07 807.47 0.04
638 0.16 600.32 0.06
639 0.08 711.51 0.08
643 0.2 568.45 0.12
644 0.16 957.38 0.12
647 0.18 652.73 0.09
649 0.17 698.59 0.06
649 0.19 520.32 0.09
651 0.08 479.73 0.07
651 0.11 567.695 0.06
652 0.17 533.77 0.07
654 0.16 788.34 0.08
662 0.11 655.68 0.07
662 0.17 653.95 0.08
663 0.12 547.55 0.12
668 0.14 867.49 0.05
669 0.18 815.73 0.06
669 0.2 842.27 0.1
672 0.08 716.32 0.13
673 0.12 734.16 0.09
674 0.16 693.19 0.13
676 0.11 875.73 0.07
678 0.11 598.74 0.06
678 0.1 740.72 0.09
679 0.07 697.33 0.08
679 0.17 639.08 0.06
680 0.19 678.12 0.15
682 0.19 537.79 0.04
685 0.18 1055.03 0.03
686 0.14 640.68 0.1
687 0.15 876.91 0.11
689 0.07 805.41 0.08
693 0.18 670.77 0.09
694 0.06 768.63 0.08
698 0.14 620.64 0.07
700 0.15 854.84 0.09
701 0.2 761.28 0.4
704 0.11 708.64 0.12
704 0.1 651.8 0.09
706 0.09 666.47 0.05
706 0.12 582.15 0.12
706 0.19 644.9 0.1
707 0.16 771.21 0.06
707 0.17 568.51 0.1
708 0.15 639.025 0.04
709 0.18 842.11 0.09
711 0.07 631.37 0.07
711 0.13 737.31 0.1
712 0.11 608.41 0.08
712 0.15 571.97 0.12
713 0.18 601.24 0.07
716 0.07 778.92 0.04
718 0.11 735.7 0.11
721 0.08 788.105 0.1
721 0.2 668.7 0.06
723 0.14 677.63 0.1
730 0.2 778.37 0.08
733 0.2 1093.53 0.12
736 0.12 664.55 0.09
736 0.18 720.8 0.16
737 0.2 945.805 0.07
739 0.18 741.34 0.07
742 0.15 826.69 0.06
742 0.17 902.32 0.11
743 0.06 880.595 0.06
745 0.16 653.27 0.15
746 0.09 769.55 0.08
748 0.2 768.85 0.13
750 0.13 1072.94 0.06
751 0.11 946.92 0.09
751 0.19 852.87 0.13
753 0.1 707.81 0.08
754 0.14 691.895 0.105
755 0.15 735.1 0.08
761 0.06 1081.06 0.05
761 0.13 1024.515 0.11
761 0.1 818.05 0.09
763 0.09 800.975 0.13
764 0.05 775.12 0.05
764 0.12 831.73 0.09
765 0.11 741.39 0.13
766 0.16 788.34 0.11
769 0.14 720.9 0.09
770 0.06 866.04 0.04
770 0.17 741.68 0.14
771 0.08 706.58 0.07
772 0.12 775.02 0.06
772 0.14 811.5 0.17
774 0.08 835.055 0.11
780 0.07 778.355 0.07
781 0.07 800.275 0.08
783 0.17 665.37 0.27
786 0.18 830.89 0.1
787 0.1 950.2 0.09
789 0.16 846.84 0.08
789 0.19 795.08 0.08
790 0.09 945.66 0.07
792 0.07 1003.79 0.06
792 0.19 854.075 0.16
792 0.1 622.655 0.09
795 0.12 1060.165 0.1
795 0.18 932.36 0.07
798 0.09 756.62 0.07
799 0.08 742.2 0.05
802 0.16 874.73 0.04
803 0.04 696.6 0.13
803 0.2 825.74 0.07
805 0.07 785.09 0.05
805 0.11 692.77 0.05
805 0.1 788.58 0.06
808 0.08 697.06 0.07
809 0.19 1115.62 0.07
810 0.2 774.88 0.14
812 0.19 876.17 0.09
815 0.09 785.74 0.09
815 0.2 777.44 0.08
816 0.09 871.975 0.1
828 0.19 840.58 0.15
829 0.19 734.45 0.1
830 0.04 729.5 0.05
834 0.07 1182 0.06
834 0.18 730.91 0.12
836 0.19 834.745 0.1
836 0.1 673.76 0.08
837 0.13 813.16 0.08
841 0.18 634.84 0.07
843 0.18 899.51 0.08
844 0.05 768.47 0.05
844 0.11 738.645 0.09
847 0.16 856.07 0.06
851 0.11 899.79 0.05
851 0.15 817.62 0.1
852 0.12 888.64 0.11
852 0.19 911.5 0.11
852 0.1 781.42 0.03
853 0.18 740.62 0.22
854 0.06 806.81 0.08
856 0.11 839.685 0.08
857 0.04 741.02 0.1
857 0.16 1146.92 0.07
859 0.09 990.45 0.05
859 0.18 652.31 0.085
860 0.09 1097.55 0.08
864 0.15 771.41 0.11
866 0.18 699.995 0.06
869 0.05 1031.66 0.08
869 0.19 800.15 0.05
871 0.12 767.95 0.14
871 0.1 789.21 0.1
876 0.08 1120.67 0.07
878 0.11 954.22 0.08
878 0.17 675.59 0.08
879 0.16 822.51 0.06
882 0.05 1017.75 0.04
883 0.08 769.22 0.04
887 0.08 647.03 0.05
890 0.06 948.475 0.08
891 0.17 790.2 0.09
892 0.17 880.13 0.07
893 0.08 1115.82 0.07
893 0.17 683.53 0.06
894 0.19 1089.53 0.06
896 0.04 879.15 0.06
896 0.07 816.51 0.07
897 0.15 848.09 0.07
897 0.17 807.11 0.13
898 0.1 765.055 0.05
906 0.06 799.05 0.06
906 0.07 668.01 0.05
909 0.07 1119.13 0.05
912 0.14 857.82 0.09
912 0.1 824.01 0.115
918 0.18 840.8 0.09
919 0.2 877.48 0.1
920 0.16 1066.5 0.105
922 0.05 786.31 0.03
922 0.12 916.02 0.1
922 0.18 802.605 0.09
923 0.15 1012.69 0.08
925 0.1 1021.38 0.11
928 0.04 963.04 0.06
929 0.19 900.56 0.12
929 0.2 882.81 0.06
930 0.12 630.04 0.11
930 0.2 824.715 0.07
931 0.13 977.565 0.06
931 0.2 739.45 0.09
932 0.17 843.04 0.08
934 0.08 1030.44 0.05
935 0.13 788.68 0.07
937 0.07 776.64 0.08
941 0.13 1009.56 0.04
942 0.15 866.14 0.05
945 0.19 1109.08 0.1
947 0.07 993.32 0.06
950 0.07 838.07 0.04
951 0.09 1073.72 0.07
953 0.12 874.85 0.1
954 0.06 825.92 0.06
957 0.06 1159.75 0.05
957 0.08 1047.25 0.04
957 0.18 1072.705 0.07
958 0.18 904.47 0.06
959 0.08 712.95 0.06
963 0.11 1020.47 0.05
967 0.17 878.4 0.08
968 0.12 850.435 0.055
968 0.16 1252.9 0.12
968 0.18 833.74 0.07
971 0.15 838.23 0.07
972 0.16 834.545 0.05
976 0.04 897.4 0.07
978 0.12 1009.72 0.04
979 0.09 999.64 0.04
981 0.07 770.39 0.05
982 0.19 1211.94 0.09
983 0.04 898.22 0.05
983 0.07 897.92 0.11
983 0.08 989.63 0.05
990 0.06 789.99 0.05
990 0.17 855.4 0.06
990 0.18 1021.63 0.08
991 0.05 962.69 0.05
991 0.15 958.1 0.12
994 0.11 1173.83 0.06
995 0.17 818.805 0.12
998 0.11 1170.95 0.06
999 0.09 919.895 0.05
999 0.18 932.35 0.06
